qId,qTextArr,qSpan,qText,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts
Q11,"[""But that's so expensive. I'm sure if we ask Chambers she'll be able to\nget you something in. I thought you were certain to be out.""]","[[3863, 3993]]","But that's so expensive. I'm sure if we ask Chambers she'll be able to
get you something in. I thought you were certain to be out.",Mrs. Beaver,['John Beaver'],Implicit,,"[['we', 'Chambers', 'she', 'you', 'you']]","[[[3900, 3902], [3907, 3915], [3916, 3919], [3938, 3941], [3966, 3969]]]","[[['John Beaver', 'Mrs Beaver'], ['Chambers'], ['Chambers'], ['John Beaver'], ['John Beaver']]]"
Q12,"[""Well, I still may be. It isn't twelve yet.""]","[[3997, 4039]]","Well, I still may be. It isn't twelve yet.",John Beaver,['Mrs. Beaver'],Implicit,,[[]],[[]],[[]]
Q13,"[""John, darling, there's been a muddle and Sonia has\narrived without Reggie. Could you be an angel and help me out? Only be\nquick, because we're going in now""]","[[4194, 4349]]","John, darling, there's been a muddle and Sonia has
arrived without Reggie. Could you be an angel and help me out? Only be
quick, because we're going in now",Mrs. Beaver,['John Beaver'],Implicit,,"[['John', 'darling', 'Sonia', 'Reggie', 'you', 'we']]","[[[4194, 4198], [4200, 4207], [4235, 4240], [4261, 4267], [4275, 4278], [4331, 4333]]]","[[['John Beaver'], ['John Beaver'], ['Sonia'], ['Reggie'], ['John Beaver'], ['Sonia']]]"
Q14,['Where are you going for the week-end?'],"[[4559, 4596]]",Where are you going for the week-end?,Mrs. Beaver,['John Beaver'],Implicit,,[['you']],"[[[4569, 4572]]]",[[['John Beaver']]]
Q15,['Hetton.'],"[[4600, 4607]]",Hetton.,John Beaver,['Mrs. Beaver'],Implicit,,[[]],[[]],[[]]
Q16,"[""Who's that? I forget.""]","[[4611, 4632]]",Who's that? I forget.,Mrs. Beaver,['John Beaver'],Implicit,,[[]],[[]],[[]]
Q17,['Tony Last.'],"[[4636, 4646]]",Tony Last.,John Beaver,['Mrs. Beaver'],Implicit,,[['Tony Last']],"[[[4636, 4645]]]",[[['Tony Last']]]
Q18,"[""Yes, of course. She's lovely, he's rather a stick. I didn't know you\nknew them.""]","[[4650, 4729]]","Yes, of course. She's lovely, he's rather a stick. I didn't know you
knew them.",Mrs. Beaver,['John Beaver'],Implicit,,"[['She', 'he', 'you']]","[[[4666, 4669], [4680, 4682], [4715, 4718]]]","[[['Brenda'], ['Tony Last'], ['John Beaver']]]"
Q19,"[""Well, I don't really. Tony asked me in Bratt's the other night. He may\nhave forgotten.""]","[[4733, 4819]]","Well, I don't really. Tony asked me in Bratt's the other night. He may
have forgotten.",John Beaver,['Mrs. Beaver'],Implicit,,"[['Tony ', 'Tony', 'He']]","[[[4755, 4760], [4755, 4759], [4797, 4799]]]","[[['Tony'], ['Tony Last'], ['Tony Last']]]"
Q20,['Send a telegram and remind them. It is far better than ringing up. It\ngives them less chance to make excuses. Send it to-morrow just before\nyou start. They owe me for a table.'],"[[4823, 4998]]","Send a telegram and remind them. It is far better than ringing up. It
gives them less chance to make excuses. Send it to-morrow just before
you start. They owe me for a table.",Mrs. Beaver,['John Beaver'],Implicit,,"[['them', 'them', 'you ', 'They']]","[[[4850, 4854], [4899, 4903], [4963, 4967], [4974, 4978]]]","[[['Brenda', 'Tony Last'], ['Brenda', 'Tony Last'], ['John Beaver'], ['Brenda', 'Tony Last']]]"
Q21,"[""What's their dossier?""]","[[5002, 5023]]",What's their dossier?,John Beaver,['Mrs. Beaver'],Implicit,,[['their']],"[[[5009, 5014]]]",[[['Tony Last']]]
Q22,"[""I used to see her quite a lot before she married. She was Brenda Rex,\nLord St Cloud's daughter, very fair, underwater look. People used to be\nmad about her when she was a girl. Everyone thought she would marry Jock\nGrant-Menzies at one time. Wasted on Tony Last, he's a prig. I should\nsay it was time she began to be bored. They've been married five or six\nyears. Quite well off but everything goes in keeping up the house. I've\nnever seen it but I've an idea it's huge and quite hideous. They've got\none child at least, perhaps more.""]","[[5027, 5561]]","I used to see her quite a lot before she married. She was Brenda Rex,
Lord St Cloud's daughter, very fair, underwater look. People used to be
mad about her when she was a girl. Everyone thought she would marry Jock
Grant-Menzies at one time. Wasted on Tony Last, he's a prig. I should
say it was time she began to be bored. They've been married five or six
years. Quite well off but everything goes in keeping up the house. I've
never seen it but I've an idea it's huge and quite hideous. They've got
one child at least, perhaps more.",Mrs. Beaver,['John Beaver'],Implicit,,"[['her', 'she', 'She', ""Brenda Rex,\nLord St Cloud's daughter"", 'her', 'she', 'she', 'Jock\nGrant-Menzies', 'Tony Last', 'he', 'she', 'They', 'They']]","[[[5041, 5044], [5064, 5067], [5077, 5080], [5085, 5121], [5179, 5182], [5188, 5191], [5221, 5224], [5237, 5255], [5279, 5288], [5290, 5292], [5328, 5331], [5351, 5355], [5516, 5520]]]","[[['Brenda'], ['Brenda'], ['Brenda'], ['Brenda'], ['Brenda'], ['Brenda'], ['Brenda'], ['Jock Grant-Menzies'], ['Tony Last'], ['Tony Last'], ['Brenda'], ['Brenda', 'Tony Last'], ['Brenda', 'Tony Last']]]"
Q23,"['Mumsy, you are wonderful. I believe you know about everyone.']","[[5565, 5625]]","Mumsy, you are wonderful. I believe you know about everyone.",John Beaver,['Mrs. Beaver'],Implicit,,"[['Mumsy', 'you', 'you']]","[[[5565, 5570], [5572, 5575], [5601, 5604]]]","[[['Mrs. Beaver'], ['Mrs. Beaver'], ['Mrs. Beaver']]]"
Q24,"[""It's a great help. All a matter of paying attention while people are\ntalking.""]","[[5629, 5706]]","It's a great help. All a matter of paying attention while people are
talking.",Mrs. Beaver,['John Beaver'],Implicit,,[[]],[[]],[[]]
Q25,"[""That's the way,"", ""you are doing very nicely, Joyce. I'll soon\nget you on to something more interesting.""]","[[6299, 6314], [6327, 6412]]","That's the way, you are doing very nicely, Joyce. I'll soon
get you on to something more interesting.",Mrs. Beaver,['Joyce'],Anaphoric,she said,"[[], ['you', 'Joyce', 'you']]","[[], [[6327, 6330], [6354, 6359], [6375, 6378]]]","[[], [['Joyce'], ['Joyce'], ['Joyce']]]"
Q26,"['Thank you, Mrs Beaver.']","[[6416, 6438]]","Thank you, Mrs Beaver.",Joyce,['Mrs. Beaver'],Implicit,,"[['you', 'Mrs Beaver']]","[[[6422, 6425], [6427, 6437]]]","[[['Mrs. Beaver'], ['Mrs. Beaver']]]"
Q27,"['Mr\nBeaver? Will you please hold the line, sir, Mrs Tipping would like to\nspeak to you.']","[[6730, 6816]]","Mr
Beaver? Will you please hold the line, sir, Mrs Tipping would like to
speak to you.",Unknowable,['John Beaver'],Anaphoric,a voice said,"[['Mr\nBeaver', 'you', 'sir', 'Mrs Tipping', 'you']]","[[[6730, 6739], [6746, 6749], [6772, 6775], [6777, 6788], [6812, 6815]]]","[[['John Beaver'], ['John Beaver'], ['John Beaver'], ['Mrs Tipping'], ['John Beaver']]]"
Q28,"[""Oh, Mr Beaver, I _am_ so sorry to trouble you. I was wondering, could\nyou _possibly_ tell me the name of the young man you introduced to me\nlast night at Madame de Trommet's? The one with the reddish moustache. I\nthink he was in Parliament.""]","[[7057, 7297]]","Oh, Mr Beaver, I _am_ so sorry to trouble you. I was wondering, could
you _possibly_ tell me the name of the young man you introduced to me
last night at Madame de Trommet's? The one with the reddish moustache. I
think he was in Parliament.",Mrs Tipping,['John Beaver'],Implicit,,"[['Mr Beaver', 'you', 'you', 'Madame de Trommet', 'The one with the reddish moustache', 'he']]","[[[7061, 7070], [7099, 7102], [7176, 7179], [7211, 7228], [7232, 7266], [7276, 7278]]]","[[['John Beaver'], ['John Beaver'], ['John Beaver'], ['De Trommet'], ['Jock Grant-Menzies'], ['Jock Grant-Menzies']]]"
Q29,['I expect you mean Jock Grant-Menzies.'],"[[7301, 7338]]",I expect you mean Jock Grant-Menzies.,John Beaver,['Mrs Tipping'],Implicit,,"[['you', 'Jock Grant-Menzies']]","[[[7310, 7313], [7319, 7337]]]","[[['Mrs Tipping'], ['Jock Grant-Menzies']]]"
Q30,"[""Yes, that's the name. You don't by any chance know where I can find\nhim, do you?""]","[[7342, 7422]]","Yes, that's the name. You don't by any chance know where I can find
him, do you?",Mrs Tipping,['John Beaver'],Implicit,,"[['You', 'him', 'you']]","[[[7364, 7367], [7410, 7413], [7418, 7421]]]","[[['John Beaver'], ['Jock Grant-Menzies'], ['John Beaver']]]"
Q31,"[""He's in the book but I don't suppose he'll be at home now. You might be\nable to get him at Bratt's at about one. He's almost always there.""]","[[7426, 7564]]","He's in the book but I don't suppose he'll be at home now. You might be
able to get him at Bratt's at about one. He's almost always there.",John Beaver,['Mrs Tipping'],Implicit,,"[['He', 'he', 'You ', 'him', 'He']]","[[[7426, 7428], [7463, 7465], [7485, 7489], [7510, 7513], [7539, 7541]]]","[[['Jock Grant-Menzies'], ['Jock Grant-Menzies'], ['Mrs Tipping'], ['Jock Grant-Menzies'], ['Jock Grant-Menzies']]]"
Q32,"[""Jock Grant-Menzies, Bratt's Club. Thank you so _very_ much. It _is_\nkind of you. I hope you will come and see me some day. _Good_-bye.""]","[[7568, 7702]]","Jock Grant-Menzies, Bratt's Club. Thank you so _very_ much. It _is_
kind of you. I hope you will come and see me some day. _Good_-bye.",Mrs Tipping,['John Beaver'],Implicit,,"[['Jock Grant-Menzies', 'you', 'you', 'you']]","[[[7568, 7586], [7608, 7611], [7644, 7647], [7656, 7659]]]","[[['Jock Grant-Menzies'], ['John Beaver'], ['John Beaver'], ['John Beaver']]]"
Q33,"['Well, old boy,', 'What are you\ndrinking?']","[[9251, 9265], [9277, 9299]]","Well, old boy, What are you
drinking?",Jock Grant-Menzies,['John Beaver'],Anaphoric,he said,"[['old boy'], ['you']]","[[[9257, 9264]], [[9286, 9289]]]","[[['John Beaver']], [['John Beaver']]]"
Q34,['Nothing so far.'],"[[9303, 9318]]",Nothing so far.,John Beaver,['Jock Grant-Menzies'],Implicit,,[[]],[[]],[[]]
Q35,"[""But I think it's time I\nhad one. Brandy and ginger ale.""]","[[9349, 9404]]","But I think it's time I
had one. Brandy and ginger ale.",John Beaver,['Jock Grant-Menzies'],Implicit,,[[]],[[]],[[]]
Q36,['Who was the old girl you wished on me at that party last night?'],"[[9450, 9513]]",Who was the old girl you wished on me at that party last night?,Jock Grant-Menzies,['John Beaver'],Explicit,Jock called to the barman and then said,"[['the old girl', 'you']]","[[[9458, 9470], [9471, 9474]]]","[[['Mrs Tipping'], ['John Beaver']]]"
Q37,"[""She's called Mrs Tipping.""]","[[9517, 9542]]",She's called Mrs Tipping.,John Beaver,['Jock Grant-Menzies'],Implicit,,"[['She', 'Mrs Tipping']]","[[[9517, 9520], [9530, 9541]]]","[[['Mrs Tipping'], ['Mrs Tipping']]]"
Q38,['I thought she might be. That explains it. They gave me a message\ndownstairs that someone with a name like that wanted me to lunch with\nher.'],"[[9546, 9685]]","I thought she might be. That explains it. They gave me a message
downstairs that someone with a name like that wanted me to lunch with
her.",Jock Grant-Menzies,['John Beaver'],Implicit,,"[['she', 'her']]","[[[9556, 9559], [9681, 9684]]]","[[['Mrs Tipping'], ['Mrs Tipping']]]"
Q39,['Are you going?'],"[[9689, 9703]]",Are you going?,John Beaver,['Jock Grant-Menzies'],Implicit,,[['you ']],"[[[9693, 9697]]]",[[['Jock Grant-Menzies']]]
Q40,"[""No, I'm no good at lunch parties. Besides, I decided when I got up that\nI'd have oysters here.""]","[[9707, 9801]]","No, I'm no good at lunch parties. Besides, I decided when I got up that
I'd have oysters here.",Jock Grant-Menzies,['John Beaver'],Implicit,,[[]],[[]],[[]]
Q41,"[""Mr Beaver, sir, there's ten shillings against you in my books for last\nmonth.""]","[[9839, 9916]]","Mr Beaver, sir, there's ten shillings against you in my books for last
month.",The Barman,"['Jock Grant-Menzies', 'John Beaver']",Implicit,,"[['Mr Beaver', 'sir', 'you']]","[[[9839, 9848], [9850, 9853], [9885, 9888]]]","[[['John Beaver'], ['John Beaver'], ['John Beaver']]]"
Q42,"['Ah, thank you, Macdougal, remind me some time, will you?']","[[9920, 9976]]","Ah, thank you, Macdougal, remind me some time, will you?",John Beaver,"['Jock Grant-Menzies', 'The Barman']",Implicit,,"[['you', 'Macdougal', 'you']]","[[[9930, 9933], [9935, 9944], [9972, 9975]]]","[[['The Barman'], ['The Barman'], ['The Barman']]]"
Q43,"['Very good, sir.']","[[9980, 9995]]","Very good, sir.",The Barman,"['Jock Grant-Menzies', 'John Beaver']",Implicit,,[['sir']],"[[[9991, 9994]]]",[[['John Beaver']]]
Q44,"[""I'm going to Hetton to-morrow.""]","[[10012, 10042]]",I'm going to Hetton to-morrow.,John Beaver,['Jock Grant-Menzies'],Explicit,Beaver said,[[]],[[]],[[]]
Q45,['Are you now? Give Tony and Brenda my love.'],"[[10046, 10088]]",Are you now? Give Tony and Brenda my love.,Jock Grant-Menzies,['John Beaver'],Implicit,,"[['you', 'Tony ', 'Brenda ']]","[[[10050, 10053], [10064, 10069], [10073, 10080]]]","[[['John Beaver'], ['Tony Last'], ['Brenda']]]"
Q46,"[""What's the form?""]","[[10092, 10108]]",What's the form?,John Beaver,['Jock Grant-Menzies'],Implicit,,[[]],[[]],[[]]
Q47,['Very quiet and enjoyable.'],"[[10112, 10137]]",Very quiet and enjoyable.,Jock Grant-Menzies,['John Beaver'],Implicit,,[[]],[[]],[[]]
Q48,['No paper games?'],"[[10141, 10156]]",No paper games?,John Beaver,['Jock Grant-Menzies'],Implicit,,[[]],[[]],[[]]
Q49,"['Oh, no, nothing like that. A certain amount of bridge and backgammon\nand low poker with the neighbours.']","[[10160, 10263]]","Oh, no, nothing like that. A certain amount of bridge and backgammon
and low poker with the neighbours.",Jock Grant-Menzies,['John Beaver'],Implicit,,[[]],[[]],[[]]
Q50,['Comfortable?'],"[[10267, 10279]]",Comfortable?,John Beaver,['Jock Grant-Menzies'],Implicit,,[[]],[[]],[[]]
Q51,['Not bad. Plenty to drink. Rather a shortage of bathrooms. You can stay\nin bed all the morning.'],"[[10283, 10377]]","Not bad. Plenty to drink. Rather a shortage of bathrooms. You can stay
in bed all the morning.",Jock Grant-Menzies,['John Beaver'],Implicit,,[['You']],"[[[10341, 10344]]]",[[['John Beaver']]]
Q52,"[""I've never met Brenda.""]","[[10381, 10403]]",I've never met Brenda.,John Beaver,['Jock Grant-Menzies'],Implicit,,[['Brenda']],"[[[10396, 10402]]]",[[['Brenda']]]
Q53,"[""You'll like her, she's a grand girl. I often think Tony Last's one of\nthe happiest men I know. He's got just enough money, loves the place,\none son he's crazy about, devoted wife, not a worry in the world.""]","[[10407, 10612]]","You'll like her, she's a grand girl. I often think Tony Last's one of
the happiest men I know. He's got just enough money, loves the place,
one son he's crazy about, devoted wife, not a worry in the world.",Jock Grant-Menzies,['John Beaver'],Implicit,,"[['You', 'her', 'she', 'Tony Last', 'He', 'he']]","[[[10407, 10410], [10419, 10422], [10424, 10427], [10458, 10467], [10502, 10504], [10555, 10557]]]","[[['John Beaver'], ['Brenda'], ['Brenda'], ['Tony Last'], ['Tony Last'], ['Tony Last']]]"
Q54,"[""Most enviable. You don't know anyone else who's going, do you? I was\nwondering if I could get a lift down there.""]","[[10616, 10728]]","Most enviable. You don't know anyone else who's going, do you? I was
wondering if I could get a lift down there.",John Beaver,['Jock Grant-Menzies'],Implicit,,"[['You', 'you']]","[[[10631, 10634], [10674, 10677]]]","[[['Jock Grant-Menzies'], ['Jock Grant-Menzies']]]"
Q55,"[""I don't, I'm afraid. It's quite easy by train.""]","[[10732, 10778]]","I don't, I'm afraid. It's quite easy by train.",Jock Grant-Menzies,['John Beaver'],Implicit,,[[]],[[]],[[]]
Q56,"[""Yes, but it's more pleasant by road.""]","[[10782, 10818]]","Yes, but it's more pleasant by road.",John Beaver,['Jock Grant-Menzies'],Implicit,,[[]],[[]],[[]]
Q57,['And cheaper.'],"[[10822, 10834]]",And cheaper.,Jock Grant-Menzies,['John Beaver'],Implicit,,[[]],[[]],[[]]
Q58,"[""Yes, and cheaper I suppose... well, I'm going down to lunch. You won't\nhave another?""]","[[10838, 10922]]","Yes, and cheaper I suppose... well, I'm going down to lunch. You won't
have another?",John Beaver,['Jock Grant-Menzies'],Implicit,,[[]],[[]],[[]]
Q59,"['Yes, I think I will.']","[[10946, 10966]]","Yes, I think I will.",Jock Grant-Menzies,['John Beaver'],Implicit,,[[]],[[]],[[]]
Q60,"['Oh, all right. Macdougal. Two more, please.']","[[10970, 11013]]","Oh, all right. Macdougal. Two more, please.",John Beaver,"['Jock Grant-Menzies', 'The Barman']",Implicit,,[['Macdougal']],"[[[10985, 10994]]]",[[['The Barman']]]
Q61,"['Shall I book them to you, sir?']","[[11033, 11063]]","Shall I book them to you, sir?",The Barman,"['Jock Grant-Menzies', 'John Beaver']",Explicit,Macdougal said,"[['you', 'sir']]","[[[11054, 11057], [11059, 11062]]]","[[['John Beaver'], ['John Beaver']]]"
Q62,"['Yes, if you will.']","[[11067, 11084]]","Yes, if you will.",John Beaver,"['Jock Grant-Menzies', 'The Barman']",Implicit,,[['you']],"[[[11075, 11078]]]",[[['The Barman']]]
Q63,['I made Beaver pay for a drink.'],"[[11118, 11148]]",I made Beaver pay for a drink.,Jock Grant-Menzies,[],Explicit,Jock said,[['Beaver ']],"[[[11125, 11132]]]",[[['John Beaver']]]
Q64,"[""He can't have liked that.""]","[[11152, 11177]]",He can't have liked that.,Unknowable,['Jock Grant-Menzies'],Implicit,,[['He']],"[[[11152, 11154]]]",[[['John Beaver']]]
Q65,['He nearly died of it. Know anything about pigs?'],"[[11181, 11228]]",He nearly died of it. Know anything about pigs?,Jock Grant-Menzies,[],Implicit,,[['He']],"[[[11181, 11183]]]",[[['John Beaver']]]
Q66,['No. Why.'],"[[11232, 11240]]",No. Why.,Unknowable,['Jock Grant-Menzies'],Implicit,,[[]],[[]],[[]]
Q67,['Only that they keep writing to me about them from my constituency.'],"[[11244, 11310]]",Only that they keep writing to me about them from my constituency.,Jock Grant-Menzies,[],Implicit,,[[]],[[]],[[]]
Q68,['Mrs Tipping rang up a few minutes ago and asked whether you could come\nto luncheon with her to-day.'],"[[11513, 11612]]","Mrs Tipping rang up a few minutes ago and asked whether you could come
to luncheon with her to-day.",The Porter,['John Beaver'],Implicit,,"[['Mrs Tipping', 'you', 'her']]","[[[11513, 11524], [11569, 11572], [11601, 11604]]]","[[['Mrs Tipping'], ['John Beaver'], ['Mrs Tipping']]]"
Q69,"['Will you ring her up and say that I shall be delighted to, but that I\nmay be a few minutes late?']","[[11616, 11712]]","Will you ring her up and say that I shall be delighted to, but that I
may be a few minutes late?",John Beaver,['The Porter'],Implicit,,"[['you', 'her']]","[[[11621, 11624], [11630, 11633]]]","[[['The Porter'], ['Mrs Tipping']]]"
Q70,['Has her ladyship been called yet?'],"[[16933, 16966]]",Has her ladyship been called yet?,Tony Last,[],Implicit,,[['her ladyship']],"[[[16937, 16949]]]",[[['Brenda']]]
Q71,"[""Then I'll have breakfast in her room.""]","[[17010, 17047]]",Then I'll have breakfast in her room.,Tony Last,[],Implicit,,[['her']],"[[[17038, 17041]]]",[[['Brenda']]]
Q72,['Well?'],"[[17448, 17453]]",Well?,Tony Last,['Brenda'],Explicit,said Tony,[[]],[[]],[[]]
Q73,['Kiss.'],"[[17468, 17473]]",Kiss.,Brenda,['Tony Last'],Implicit,,[[]],[[]],[[]]
Q74,['Anything interesting?'],"[[17693, 17714]]",Anything interesting?,Tony Last,['Brenda'],Implicit,,[[]],[[]],[[]]
Q75,"[""No. Mama wants nanny to send John's measurements. She's knitting him\nsomething for Christmas. And the mayor wants me to open something next\nmonth. I needn't, need I?""]","[[17753, 17918]]","No. Mama wants nanny to send John's measurements. She's knitting him
something for Christmas. And the mayor wants me to open something next
month. I needn't, need I?",Brenda,['Tony Last'],Implicit,,"[['John', 'him']]","[[[17782, 17786], [17818, 17821]]]","[[['John Andrew'], ['John Andrew']]]"
Q76,"[""I think you'd better, we haven't done anything for him for a long\ntime.""]","[[17922, 17993]]","I think you'd better, we haven't done anything for him for a long
time.",Tony Last,['Brenda'],Implicit,,"[['you', 'we', ""haven't ""]]","[[[17930, 17933], [17944, 17946], [17947, 17955]]]","[[['Brenda'], ['Brenda', 'Tony Last'], ['Brenda']]]"
Q77,"[""Well, you must write the speech. I'm getting too old for the girlish\none I used to give them all. And Angela says, will we stay for the New\nYear?""]","[[17997, 18142]]","Well, you must write the speech. I'm getting too old for the girlish
one I used to give them all. And Angela says, will we stay for the New
Year?",Brenda,['Tony Last'],Implicit,,"[['you', 'Angela ', 'we']]","[[[18003, 18006], [18099, 18106], [18117, 18119]]]","[[['Tony Last'], ['Angela'], ['Brenda', 'Tony Last']]]"
Q78,"[""That's easy. Not on her life, we won't.""]","[[18146, 18185]]","That's easy. Not on her life, we won't.",Tony Last,['Brenda'],Implicit,,"[['her', 'we']]","[[[18166, 18169], [18176, 18178]]]","[[['Angela'], ['Brenda', 'Tony Last']]]"
Q79,['I guessed not... though it sounds an amusing party.'],"[[18189, 18240]]",I guessed not... though it sounds an amusing party.,Brenda,['Tony Last'],Implicit,,[[]],[[]],[[]]
Q80,"[""You go if you like. I can't possibly get away.""]","[[18244, 18290]]",You go if you like. I can't possibly get away.,Tony Last,['Brenda'],Implicit,,"[['You', 'you']]","[[[18244, 18247], [18254, 18257]]]","[[['Brenda'], ['Brenda']]]"
Q81,"['That\'s all right. I knew it would be ""no"" before I opened the letter.']","[[18294, 18363]]","That's all right. I knew it would be ""no"" before I opened the letter.",Brenda,['Tony Last'],Implicit,,[[]],[[]],[[]]
Q82,"['Well, what sort of pleasure can there be in going all the way to\nYorkshire in the middle of winter?']","[[18367, 18466]]","Well, what sort of pleasure can there be in going all the way to
Yorkshire in the middle of winter?",Tony Last,['Brenda'],Implicit,,[[]],[[]],[[]]
Q83,"[""Darling, don't be cross. I know we aren't going. I'm not making a thing\nabout it. I just thought it might be fun to eat someone else's food for\na bit.""]","[[18470, 18620]]","Darling, don't be cross. I know we aren't going. I'm not making a thing
about it. I just thought it might be fun to eat someone else's food for
a bit.",Brenda,['Tony Last'],Implicit,,"[['Darling', 'we']]","[[[18470, 18477], [18502, 18504]]]","[[['Tony Last'], ['Brenda', 'Tony Last']]]"
Q84,['As a matter of fact I probably _can_ manage to get away that\nweek-end.'],"[[18845, 18915]]","As a matter of fact I probably _can_ manage to get away that
week-end.",Tony Last,['Brenda'],Anaphoric,he said,[[]],[[]],[[]]
Q85,"[""Darling, are you sure you wouldn't hate it?""]","[[18919, 18962]]","Darling, are you sure you wouldn't hate it?",Brenda,['Tony Last'],Implicit,,"[['Darling', 'you', 'you']]","[[[18919, 18926], [18932, 18935], [18941, 18944]]]","[[['Tony Last'], ['Tony Last'], ['Tony Last']]]"
Q86,['I daresay not.'],"[[18966, 18980]]",I daresay not.,Tony Last,['Brenda'],Implicit,,[[]],[[]],[[]]
