qId,qTextArr,qSpan,qText,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts
Q22,['We all have our pet common people--'],"[[26669, 26704]]",We all have our pet common people--,Mrs. Adeline Archer,['_unknowable'],Explicit,Mrs Archer who was fond of coining her social philosophy into axioms had once said,[[]],[[]],[[]]
Q23,"[""Now we shan't have to talk,""]","[[34782, 34809]]","Now we shan't have to talk,",Newland Archer,['Miss Welland'],Anaphoric,he said,[['we']],"[[[34786, 34788]]]","[[['Miss Welland', 'Newland Archer']]]"
Q24,"['Dear,']","[[35044, 35049]]","Dear,",Newland Archer,['Miss Welland'],Explicit,Archer whispered,[[]],[[]],[[]]
Q25,"['You see I did as you asked me to,']","[[35516, 35549]]","You see I did as you asked me to,",Miss Welland,['Newland Archer'],Anaphoric,she said,"[['You', 'you']]","[[[35516, 35519], [35533, 35536]]]","[[['Newland Archer'], ['Newland Archer']]]"
Q26,"[""Yes: I couldn't wait,""]","[[35563, 35584]]","Yes: I couldn't wait,",Newland Archer,['Miss Welland'],Anaphoric,he answered,[[]],[[]],[[]]
Q27,"[""Only I wish it hadn't had to be at a ball.""]","[[35634, 35676]]",Only I wish it hadn't had to be at a ball.,Newland Archer,['Miss Welland'],Anaphoric,he added,[[]],[[]],[[]]
Q28,"['Yes, I know.']","[[35680, 35692]]","Yes, I know.",Miss Welland,['Newland Archer'],Implicit,,[[]],[[]],[[]]
Q29,"[""But after\nall--even here we're alone together, aren't we?""]","[[35733, 35790]]","But after
all--even here we're alone together, aren't we?",Miss Welland,['Newland Archer'],Implicit,,"[['we', 'we']]","[[[35758, 35760], [35787, 35789]]]","[[['Miss Welland', 'Newland Archer'], ['Miss Welland', 'Newland Archer']]]"
Q30,"['Oh, dearest--always!']","[[35794, 35814]]","Oh, dearest--always!",Newland Archer,['Miss Welland'],Explicit,Archer cried,[[]],[[]],[[]]
Q31,"[""The worst of it is that I want to kiss you and\nI can't.""]","[[35997, 36052]]","The worst of it is that I want to kiss you and
I can't.",Newland Archer,['Miss Welland'],Anaphoric,he went on,[['you']],"[[[36036, 36039]]]",[[['Miss Welland']]]
Q32,['Did you tell my cousin Ellen?'],"[[36486, 36515]]",Did you tell my cousin Ellen?,Miss Welland,['Newland Archer'],Anaphoric,she asked,"[['you', 'cousin Ellen']]","[[[36490, 36493], [36502, 36514]]]","[[['Newland Archer'], ['Ellen Olenska']]]"
Q33,"[""No--I hadn't the chance after all,""]","[[36749, 36783]]","No--I hadn't the chance after all,",Newland Archer,['Miss Welland'],Anaphoric,he said,[[]],[[]],[[]]
Q34,['Ah.'],"[[36813, 36816]]",Ah.,Miss Welland,['Newland Archer'],Implicit,,[[]],[[]],[[]]
Q35,"[""You must, then, for I didn't either; and I shouldn't like her\nto think--""]","[[36888, 36960]]","You must, then, for I didn't either; and I shouldn't like her
to think--",Miss Welland,['Newland Archer'],Implicit,,"[['You', 'her']]","[[[36888, 36891], [36946, 36949]]]","[[['Newland Archer'], ['Ellen Olenska']]]"
Q36,"[""Of course not.  But aren't you, after all, the person to do it?""]","[[36964, 37027]]","Of course not.  But aren't you, after all, the person to do it?",Newland Archer,['Miss Welland'],Implicit,,[['you']],"[[[36991, 36994]]]",[[['Miss Welland']]]
Q37,"[""If I'd done it at the right time, yes: but now\nthat there's been a delay I think you must explain that I'd asked you\nto tell her at the Opera, before our speaking about it to everybody\nhere.  Otherwise she might think I had forgotten her.  You see, she's\none of the family, and she's been away so long that she's\nrather--sensitive.""]","[[37054, 37385]]","If I'd done it at the right time, yes: but now
that there's been a delay I think you must explain that I'd asked you
to tell her at the Opera, before our speaking about it to everybody
here.  Otherwise she might think I had forgotten her.  You see, she's
one of the family, and she's been away so long that she's
rather--sensitive.",Miss Welland,['Newland Archer'],Implicit,,"[['you', 'you', 'her', 'she', 'her', 'You', 'she', 'she', 'she']]","[[[37135, 37138], [37167, 37170], [37179, 37182], [37256, 37259], [37288, 37291], [37294, 37297], [37303, 37306], [37332, 37335], [37361, 37364]]]","[[['Newland Archer'], ['Newland Archer'], ['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska'], ['Newland Archer'], ['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska']]]"
Q38,"[""Dear and great angel!  Of course I'll\ntell her.""]","[[37422, 37469]]","Dear and great angel!  Of course I'll
tell her.",Newland Archer,['Miss Welland'],Implicit,,[['her']],"[[[37465, 37468]]]",[[['Ellen Olenska']]]
Q39,"[""But I haven't seen her yet.  Has she come?""]","[[37539, 37581]]",But I haven't seen her yet.  Has she come?,Newland Archer,['Miss Welland'],Implicit,,"[['her', 'she']]","[[[37558, 37561], [37572, 37575]]]","[[['Ellen Olenska'], ['Ellen Olenska']]]"
Q40,['No; at the last minute she decided not to.'],"[[37585, 37627]]",No; at the last minute she decided not to.,Miss Welland,['Newland Archer'],Implicit,,[['she']],"[[[37608, 37611]]]",[[['Ellen Olenska']]]
Q41,['At the last minute?'],"[[37631, 37650]]",At the last minute?,Newland Archer,['Miss Welland'],Anaphoric,he echoed,[[]],[[]],[[]]
Q42,"[""Yes.  She's awfully fond of dancing,"", ""But suddenly she made up her mind that her dress wasn't smart enough\nfor a ball, though we thought it so lovely; and so my aunt had to take\nher home.""]","[[37751, 37787], [37822, 37971]]","Yes.  She's awfully fond of dancing, But suddenly she made up her mind that her dress wasn't smart enough
for a ball, though we thought it so lovely; and so my aunt had to take
her home.",Miss Welland,['Newland Archer'],Anaphoric,the young girl answered,"[['She'], ['she', 'her', 'her', 'we', 'my aunt', 'her']]","[[[37757, 37760]], [[37835, 37838], [37847, 37850], [37861, 37864], [37910, 37912], [37942, 37949], [37962, 37965]]]","[[['Ellen Olenska']], [['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska'], ['May Wellend', 'Mrs. Lovell Mingott'], ['Mrs. Lovell Mingott'], ['Ellen Olenska']]]"
Q43,"['Oh, well--']","[[37975, 37985]]","Oh, well--",Newland Archer,['Miss Welland'],Explicit,said Archer,[[]],[[]],[[]]
Q44,"['She knows as well as I do,', ""the real reason of her\ncousin's staying away; but I shall never let her see by the least sign\nthat I am conscious of there being a shadow of a shade on poor Ellen\nOlenska's reputation.""]","[[38214, 38240], [38257, 38441]]","She knows as well as I do, the real reason of her
cousin's staying away; but I shall never let her see by the least sign
that I am conscious of there being a shadow of a shade on poor Ellen
Olenska's reputation.",Newland Archer,[],Anaphoric,he reflected,"[[], ['her\ncousin', 'her', 'Ellen\nOlenska']]","[[], [[38276, 38286], [38325, 38328], [38414, 38427]]]","[[], [['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska']]]"
Q45,"[""Old-fashioned eyes?  I hope you don't mean mine, my dear?  I like all\nthe novelties,""]","[[43653, 43737]]","Old-fashioned eyes?  I hope you don't mean mine, my dear?  I like all
the novelties,",Mrs. Manson Mingott,"['Miss Welland', 'Newland Archer']",Anaphoric,said the ancestress,[['you']],"[[[43681, 43684]]]",[[['Mrs. Welland']]]
Q46,"['Very handsome,', ""very liberal.  In my time a cameo set\nin pearls was thought sufficient.  But it's the hand that sets off the\nring, isn't it, my dear Mr. Archer?""]","[[43844, 43858], [43893, 44037]]","Very handsome, very liberal.  In my time a cameo set
in pearls was thought sufficient.  But it's the hand that sets off the
ring, isn't it, my dear Mr. Archer?",Mrs. Manson Mingott,"['Miss Welland', 'Newland Archer']",Anaphoric,she added,"[[], ['Mr. Archer']]","[[], [[44026, 44036]]]","[[], [['Newland Archer']]]"
Q47,"[""Mine was modelled in Rome by the great\nFerrigiani.  You should have May's done: no doubt he'll have it done,\nmy child.  Her hand is large--it's these modern sports that spread the\njoints--but the skin is white.--And when's the wedding to be?""]","[[44168, 44409]]","Mine was modelled in Rome by the great
Ferrigiani.  You should have May's done: no doubt he'll have it done,
my child.  Her hand is large--it's these modern sports that spread the
joints--but the skin is white.--And when's the wedding to be?",Mrs. Manson Mingott,"['Miss Welland', 'Newland Archer']",Anaphoric,she broke off,"[['You', ""May's"", 'he', 'my child', 'Her']]","[[[44220, 44223], [44236, 44241], [44257, 44259], [44277, 44285], [44288, 44291]]]","[[['Mrs. Welland'], ['Miss Welland'], ['Newland Archer'], ['Newland Archer'], ['Miss Welland']]]"
Q48,"[""As soon as ever it can, if only you'll back me\nup, Mrs. Mingott.""]","[[44549, 44613]]","As soon as ever it can, if only you'll back me
up, Mrs. Mingott.",Newland Archer,"['Miss Welland', 'Mrs. Manson Mingott']",Anaphoric,the young man smiling at his betrothed replied,"[['you', 'Mrs. Mingott']]","[[[44581, 44584], [44600, 44612]]]","[[['Mrs. Manson Mingott'], ['Mrs. Manson Mingott']]]"
Q49,"[""Know each other?\nFiddlesticks!  Everybody in New York has always known everybody.  Let\nthe young man have his way, my dear; don't wait till the bubble's off\nthe wine.  Marry them before Lent; I may catch pneumonia any winter\nnow, and I want to give the wedding-breakfast.""]","[[44795, 45066]]","Know each other?
Fiddlesticks!  Everybody in New York has always known everybody.  Let
the young man have his way, my dear; don't wait till the bubble's off
the wine.  Marry them before Lent; I may catch pneumonia any winter
now, and I want to give the wedding-breakfast.",Mrs. Manson Mingott,"['Miss Welland', 'Newland Archer']",Anaphoric,the ancestress rejoined,"[['the young man', 'his', 'them']]","[[[44882, 44895], [44901, 44904], [44969, 44973]]]","[[['Newland Archer'], ['Newland Archer'], ['Newland Archer', 'Ellen Olenska']]]"
Q50,"['Ha!  Beaufort,\nthis is a rare favour!']","[[45501, 45538]]","Ha!  Beaufort,
this is a rare favour!",Mrs. Manson Mingott,"['Miss Welland', 'Newland Archer', 'Julius Beaufort']",Implicit,,[['Beaufort']],"[[[45506, 45514]]]",[[['Julius Beaufort']]]
Q51,"['Thanks.  I wish it might happen oftener,', ""I'm generally so tied down; but I met the Countess\nEllen in Madison Square, and she was good enough to let me walk home\nwith her.""]","[[45608, 45648], [45695, 45824]]","Thanks.  I wish it might happen oftener, I'm generally so tied down; but I met the Countess
Ellen in Madison Square, and she was good enough to let me walk home
with her.",Julius Beaufort,"['Miss Welland', 'Newland Archer', 'Mrs. Manson Mingott']",Anaphoric,said the visitor,"[[], ['Countess\nEllen', 'she', 'her']]","[[], [[45737, 45751], [45775, 45778], [45820, 45823]]]","[[], [['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska']]]"
Q52,"[""Ah--I hope the house will be gayer, now that Ellen's here!"", ""Sit down--sit down, Beaufort:\npush up the yellow armchair; now I've got you I want a good gossip.  I\nhear your ball was magnificent; and I understand you invited Mrs.\nLemuel Struthers?  Well--I've a curiosity to see the woman myself.""]","[[45828, 45886], [45937, 46170]]","Ah--I hope the house will be gayer, now that Ellen's here! Sit down--sit down, Beaufort:
push up the yellow armchair; now I've got you I want a good gossip.  I
hear your ball was magnificent; and I understand you invited Mrs.
Lemuel Struthers?  Well--I've a curiosity to see the woman myself.",Mrs. Manson Mingott,"['Miss Welland', 'Newland Archer', 'Julius Beaufort']",Explicit,cried Mrs Mingott,"[['Ellen'], ['Beaufort', 'Struthers']]","[[[45873, 45878]], [[45957, 45965], [46111, 46120]]]","[[['Ellen Olenska']], [['Julius Beaufort'], ['Mrs. Struthers']]]"
Q53,"[""Of course if you and Regina invite her\nthe thing is settled.  Well, we need new blood and new money--and I\nhear she's still very good-looking,""]","[[46753, 46895]]","Of course if you and Regina invite her
the thing is settled.  Well, we need new blood and new money--and I
hear she's still very good-looking,",Mrs. Manson Mingott,['Julius Beaufort'],Anaphoric,the carnivorous old lady declared,"[['Regina', 'her', 'we', 'she']]","[[[46774, 46780], [46788, 46791], [46821, 46823], [46865, 46868]]]","[[['Regina'], ['Mrs. Struthers'], ['Mrs. Lovell Mingott', 'Old Mrs. Mingott'], ['Mrs. Struthers']]]"
Q54,"['Of course you know already--about May and me,', ""She scolded me for not giving you the news\nlast night at the Opera: I had her orders to tell you that we were\nengaged--but I couldn't, in that crowd.""]","[[47085, 47130], [47180, 47329]]","Of course you know already--about May and me, She scolded me for not giving you the news
last night at the Opera: I had her orders to tell you that we were
engaged--but I couldn't, in that crowd.",Newland Archer,['Ellen Olenska'],Anaphoric,he said,"[['May '], ['She', 'her', 'we']]","[[[47119, 47123]], [[47180, 47183], [47254, 47257], [47282, 47284]]]","[[['Miss Welland']], [['Miss Welland'], ['Miss Welland'], ['Newland Archer']]]"
Q55,"[""Of\ncourse I know; yes.  And I'm so glad.  But one doesn't tell such things\nfirst in a crowd.""]","[[47468, 47560]]","Of
course I know; yes.  And I'm so glad.  But one doesn't tell such things
first in a crowd.",Ellen Olenska,['Newland Archer'],Implicit,,[[]],[[]],[[]]
Q56,"['Good-bye; come and see me some day,']","[[47625, 47660]]","Good-bye; come and see me some day,",Ellen Olenska,['Newland Archer'],Anaphoric,she said,[[]],[[]],[[]]
Q57,"[""And she ought\nto know that a man who's just engaged doesn't spend his time calling on\nmarried women.  But I daresay in the set she's lived in they do--they\nnever do anything else.""]","[[48107, 48286]]","And she ought
to know that a man who's just engaged doesn't spend his time calling on
married women.  But I daresay in the set she's lived in they do--they
never do anything else.",Newland Archer,[],Anaphoric,the young man himself mentally added,"[['she', 'his', 'she']]","[[[48111, 48114], [48173, 48176], [48234, 48237]]]","[[['Ellen Olenska'], ['Julius Beaufort'], ['Ellen Olenska']]]"
Q58,"[""It's a pity the Beauforts asked her,"", 'But\nthen Regina always does what he tells her; and BEAUFORT--']","[[53919, 53955], [53984, 54045]]","It's a pity the Beauforts asked her, But
then Regina always does what he tells her; and BEAUFORT--",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer', 'Mr. Sillerton Jackson']",Explicit,Mrs Archer said,"[['the Beauforts', 'her'], ['Regina', 'he', 'her', 'BEAUFORT']]","[[[53931, 53944], [53951, 53954]], [[53993, 53999], [54017, 54019], [54026, 54029], [54035, 54043]]]","[[['Mrs. Beaufort', 'Julius Beaufort'], ['Mrs. Struthers']], [['Regina'], ['Julius Beaufort'], ['Regina'], ['Julius Beaufort']]]"
Q59,"['Certain nuances escape Beaufort,']","[[54049, 54081]]","Certain nuances escape Beaufort,",Mr. Sillerton Jackson,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Explicit,said Mr Jackson,[['Beaufort']],"[[[54072, 54080]]]",[[['Julius Beaufort']]]
Q60,"['Oh, necessarily; Beaufort is a vulgar man,', 'My\ngrandfather Newland always used to say to my mother:', ""But at\nleast he's had the advantage of associating with gentlemen; in England\ntoo, they say.  It's all very mysterious--""]","[[54361, 54403], [54425, 54480], [54561, 54681]]","Oh, necessarily; Beaufort is a vulgar man, My
grandfather Newland always used to say to my mother: But at
least he's had the advantage of associating with gentlemen; in England
too, they say.  It's all very mysterious--",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer', 'Mr. Sillerton Jackson']",Explicit,said Mrs Archer,"[['Beaufort'], [], ['he']]","[[[54378, 54386]], [], [[54574, 54576]]]","[[['Julius Beaufort']], [], [['Julius Beaufort']]]"
Q61,"['But this Mrs. Struthers,', 'what did you say SHE\nwas, Sillerton?']","[[54868, 54892], [54918, 54954]]","But this Mrs. Struthers, what did you say SHE
was, Sillerton?",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer', 'Mr. Sillerton Jackson']",Explicit,Mrs Archer continued,"[['Mrs. Struthers'], ['you', 'SHE', 'Sillerton']]","[[[54877, 54891]], [[54927, 54930], [54935, 54938], [54944, 54953]]]","[[['Mrs. Struthers']], [['Mr. Sillerton Jackson'], ['Mrs. Struthers'], ['Mr. Jackson']]]"
Q62,"['Out of a mine: or rather out of the saloon at the head of the pit.\nThen with Living Wax-Works, touring New England.  After the police\nbroke THAT up, they say she lived--']","[[54958, 55127]]","Out of a mine: or rather out of the saloon at the head of the pit.
Then with Living Wax-Works, touring New England.  After the police
broke THAT up, they say she lived--",Mr. Sillerton Jackson,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Implicit,,[['she']],"[[[55116, 55119]]]",[[['Mrs. Struthers']]]
Q63,"['Then,', ""then Lemuel Struthers came along.  They say his advertiser used the\ngirl's head for the shoe-polish posters; her hair's intensely black,\nyou know--the Egyptian style.  Anyhow, he--eventually--married her.""]","[[55291, 55296], [55431, 55635]]","Then, then Lemuel Struthers came along.  They say his advertiser used the
girl's head for the shoe-polish posters; her hair's intensely black,
you know--the Egyptian style.  Anyhow, he--eventually--married her.",Mr. Sillerton Jackson,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Explicit,Mr Jackson continued,"[[], ['Lemuel Struthers', 'his', 'her', 'he', 'her']]","[[], [[55436, 55452], [55475, 55478], [55540, 55543], [55607, 55609], [55631, 55634]]]","[[], [['Mrs. Lemuel Struthers'], ['Mrs. Lemuel Struthers'], ['Mrs. Struthers'], ['Mrs. Lemuel Struthers'], ['Mrs. Struthers']]]"
Q64,"[""Oh, well--at the pass we've come to nowadays, it doesn't matter,""]","[[55750, 55814]]","Oh, well--at the pass we've come to nowadays, it doesn't matter,",Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer', 'Mr. Sillerton Jackson']",Explicit,said Mrs Archer,[['we']],"[[[55772, 55774]]]","[[['Newland Archer', 'Mr. Sillerton Jackson', 'Janey Archer', 'Mrs. Adeline Archer']]]"
Q65,"[""And Newland's new cousin--Countess Olenska?  Was SHE at the ball too?""]","[[56099, 56168]]",And Newland's new cousin--Countess Olenska?  Was SHE at the ball too?,Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer', 'Mr. Sillerton Jackson']",Anaphoric,she might presently be able to say,"[['Newland', 'Countess Olenska', 'SHE ']]","[[[56103, 56110], [56125, 56141], [56148, 56152]]]","[[['Newland Archer'], ['Ellen Olenska'], ['Ellen Olenska']]]"
Q66,"['Especially after that silly business with Mrs.\nRushworth,']","[[56395, 56452]]","Especially after that silly business with Mrs.
Rushworth,",Mrs. Adeline Archer,['Janey Archer'],Anaphoric,she had remarked to Janey,[[]],[[]],[[]]
Q67,"[""It's not that I don't approve of the Mingotts'\nesprit de corps; but why Newland's engagement should be mixed up with\nthat Olenska woman's comings and goings I don't see,""]","[[57287, 57456]]","It's not that I don't approve of the Mingotts'
esprit de corps; but why Newland's engagement should be mixed up with
that Olenska woman's comings and goings I don't see,",Mrs. Adeline Archer,['Janey Archer'],Explicit,Mrs Archer grumbled to Janey,"[['Mingotts', 'Newland', 'that Olenska woman', 'Olenska']]","[[[57324, 57332], [57359, 57366], [57404, 57422], [57409, 57416]]]","[[['Mrs. Manson Mingott', 'Mrs. Welland'], ['Newland Archer'], ['Ellen Olenska'], ['Ellen Olenska']]]"
Q68,"[""I'm thankful that Augusta Welland received us alone.""]","[[57912, 57964]]",I'm thankful that Augusta Welland received us alone.,Mrs. Adeline Archer,"['Newland Archer', 'Janey Archer']",Anaphoric,she had permitted herself to say to her son,"[['Augusta Welland', 'us']]","[[[57930, 57945], [57955, 57957]]]","[[['Mrs. Welland'], ['Newland Archer', 'Mrs. Adeline Archer']]]"
Q69,"[""Oh,\nwell, there's always a phase of family parties to be gone through when\none gets engaged, and the sooner it's over the better.""]","[[58247, 58376]]","Oh,
well, there's always a phase of family parties to be gone through when
one gets engaged, and the sooner it's over the better.",Newland Archer,"['Janey Archer', 'Mrs. Adeline Archer']",Anaphoric,he simply replied,[[]],[[]],[[]]
Q70,"['Ah, how your grandfather Archer loved a good dinner, my dear Newland!', 'Well--well--well ... I wonder what he would have said to\nall these foreign marriages!']","[[59307, 59376], [59534, 59619]]","Ah, how your grandfather Archer loved a good dinner, my dear Newland! Well--well--well ... I wonder what he would have said to
all these foreign marriages!",Mr. Sillerton Jackson,"['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']",Anaphoric,he said,"[['your', 'Newland'], []]","[[[59315, 59319], [59368, 59375]], []]","[[['Newland Archer'], ['Newland Archer']], []]"
