qId,qTextArr,qSpan,qText,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts
Q25,"[""Oh, oh! Why, it's\nMr. Beebe! Oh, how perfectly lovely! Oh, Charlotte, we must stop now,\nhowever bad the rooms are. Oh!""]","[[5452, 5570]]","Oh, oh! Why, it's
Mr. Beebe! Oh, how perfectly lovely! Oh, Charlotte, we must stop now,
however bad the rooms are. Oh!",Lucy,"['George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Explicit,Lucy who had not yet acquired decency at once rose to her feet exclaiming,"[['Mr. Beebe', 'Charlotte', 'we']]","[[[5470, 5479], [5511, 5520], [5522, 5524]]]","[[['Mr. Beebe'], ['Miss Bartlett'], ['Miss Bartlett', 'Lucy']]]"
Q26,"[""How do you do, Mr. Beebe? I expect that you have forgotten us: Miss\nBartlett and Miss Honeychurch, who were at Tunbridge Wells when you\nhelped the Vicar of St. Peter's that very cold Easter.""]","[[5616, 5806]]","How do you do, Mr. Beebe? I expect that you have forgotten us: Miss
Bartlett and Miss Honeychurch, who were at Tunbridge Wells when you
helped the Vicar of St. Peter's that very cold Easter.",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Mr. Beebe']",Explicit,Miss Bartlett said,"[['you', 'Mr. Beebe', 'you', 'us', 'Miss\nBartlett', 'Miss Honeychurch', 'you', ""the Vicar of St. Peter's""]]","[[[5623, 5626], [5631, 5640], [5656, 5659], [5675, 5677], [5679, 5692], [5697, 5713], [5748, 5751], [5759, 5783]]]","[[['Mr. Beebe'], ['Mr. Beebe'], ['Mr. Beebe'], ['Miss Bartlett', 'Lucy'], ['Miss Bartlett'], ['Lucy'], ['Mr. Beebe'], [""Vicar Of St. Peter'S""]]]"
Q27,"['I AM so glad to see you,', 'Just fancy how small the world is. Summer\nStreet, too, makes it so specially funny.']","[[6029, 6053], [6190, 6273]]","I AM so glad to see you, Just fancy how small the world is. Summer
Street, too, makes it so specially funny.",Lucy,"['George Emerson', 'Miss Bartlett', 'Mr. Beebe']",Anaphoric,said the girl,"[['you'], []]","[[[6049, 6052]], []]","[[['Mr. Beebe']], []]"
Q28,"['Miss Honeychurch lives in the parish of Summer Street,', 'and she happened to tell me in the course\nof conversation that you have just accepted the living--']","[[6277, 6331], [6374, 6472]]","Miss Honeychurch lives in the parish of Summer Street, and she happened to tell me in the course
of conversation that you have just accepted the living--",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Mr. Beebe']",Explicit,said Miss Bartlett,"[['Miss Honeychurch'], ['she', 'you']]","[[[6277, 6293]], [[6378, 6381], [6437, 6440]]]","[[['Lucy']], [['Lucy'], ['Mr. Beebe']]]"
Q29,"[""Yes, I heard from mother so last week. She didn't know that I knew you\nat Tunbridge Wells; but I wrote back at once, and I said: 'Mr. Beebe\nis--'""]","[[6476, 6621]]","Yes, I heard from mother so last week. She didn't know that I knew you
at Tunbridge Wells; but I wrote back at once, and I said: 'Mr. Beebe
is--'",Lucy,"['George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Implicit,,"[['mother', 'you', 'Mr. Beebe']]","[[[6494, 6500], [6543, 6546], [6606, 6615]]]","[[['Mrs. Honeychurch'], ['Mr. Beebe'], ['Mr. Beebe']]]"
Q30,"['Quite right,', 'I move into the Rectory at Summer\nStreet next June. I am lucky to be appointed to such a charming\nneighbourhood.']","[[6625, 6637], [6660, 6772]]","Quite right, I move into the Rectory at Summer
Street next June. I am lucky to be appointed to such a charming
neighbourhood.",Mr. Beebe,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett']",Anaphoric,said the clergyman,"[[], []]","[[], []]","[[], []]"
Q31,"['Oh, how glad I am! The name of our house is Windy Corner.']","[[6776, 6833]]","Oh, how glad I am! The name of our house is Windy Corner.",Lucy,"['George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Implicit,,[['our']],"[[[6807, 6810]]]","[[['Lucy', 'Mrs. Honeychurch', 'Freddy']]]"
Q32,"[""There is mother and me generally, and my brother, though it's not often\nwe get him to ch---- The church is rather far off, I mean.""]","[[6854, 6984]]","There is mother and me generally, and my brother, though it's not often
we get him to ch---- The church is rather far off, I mean.",Lucy,"['George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Implicit,,"[['my brother', 'him']]","[[[6892, 6902], [6933, 6936]]]","[[['Freddy'], ['Freddy']]]"
Q33,"['Lucy, dearest, let Mr. Beebe eat his dinner.']","[[6988, 7032]]","Lucy, dearest, let Mr. Beebe eat his dinner.",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Mr. Beebe']",Implicit,,"[['Lucy', 'Mr. Beebe', 'his']]","[[[6988, 6992], [7007, 7016], [7021, 7024]]]","[[['Lucy'], ['Mr. Beebe'], ['Mr. Beebe']]]"
Q34,"['I am eating it, thank you, and enjoying it.']","[[7036, 7079]]","I am eating it, thank you, and enjoying it.",Mr. Beebe,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett']",Implicit,,[['you']],"[[[7058, 7061]]]",[[['Miss Bartlett']]]
Q35,"[""Don't neglect the country round,"", 'The first fine afternoon drive up to Fiesole, and round by\nSettignano, or something of that sort.']","[[7399, 7431], [7456, 7553]]","Don't neglect the country round, The first fine afternoon drive up to Fiesole, and round by
Settignano, or something of that sort.",Mr. Beebe,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Lavish', 'Miss Bartlett']",Anaphoric,his advice concluded,"[[], []]","[[], []]","[[], []]"
Q36,"['No!', 'Mr. Beebe, you are\nwrong. The first fine afternoon your ladies must go to Prato.']","[[7557, 7560], [7604, 7684]]","No! Mr. Beebe, you are
wrong. The first fine afternoon your ladies must go to Prato.",Miss Lavish,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Anaphoric,cried a voice,"[[], ['Mr. Beebe', 'you', 'your ladies']]","[[], [[7604, 7613], [7615, 7618], [7655, 7666]]]","[[], [['Mr. Beebe'], ['Mr. Beebe'], ['Miss Bartlett', 'Lucy']]]"
Q37,"['That lady looks so clever,', 'We\nare in luck.']","[[7688, 7714], [7756, 7771]]","That lady looks so clever, We
are in luck.",Miss Bartlett,['Lucy'],Explicit,whispered Miss Bartlett to her cousin,"[['That lady'], []]","[[[7688, 7697]], []]","[[['Miss Lavish']], []]"
Q38,"['Prato! They must go to Prato. That place is\ntoo sweetly squalid for words. I love it; I revel in shaking off the\ntrammels of respectability, as you know.']","[[8229, 8382]]","Prato! They must go to Prato. That place is
too sweetly squalid for words. I love it; I revel in shaking off the
trammels of respectability, as you know.",Miss Lavish,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Anaphoric,the clever lady crying,"[['They', 'you']]","[[[8236, 8240], [8373, 8376]]]","[[['Miss Bartlett', 'Lucy'], ['Mr. Beebe']]]"
Q39,"['We are most grateful to you,', ""The first evening means so much. When you arrived we were in for a\npeculiarly mauvais quart d'heure.""]","[[9749, 9777], [9796, 9896]]","We are most grateful to you, The first evening means so much. When you arrived we were in for a
peculiarly mauvais quart d'heure.",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Anaphoric,she was saying,"[['We', 'you'], ['you', 'we']]","[[[9749, 9751], [9773, 9776]], [[9834, 9837], [9846, 9848]]]","[[['Miss Bartlett', 'Lucy'], ['Mr. Beebe']], [['Mr. Beebe'], ['Miss Bartlett', 'Lucy']]]"
Q40,"['Do you, by any chance, know the name of an old man who sat opposite us\nat dinner?']","[[9926, 10007]]","Do you, by any chance, know the name of an old man who sat opposite us
at dinner?",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Implicit,,"[['you', 'an old man who sat opposite us\nat dinner']]","[[[9929, 9932], [9966, 10006]]]","[[['Mr. Beebe'], ['Mr. Emerson']]]"
Q41,['Emerson.'],"[[10011, 10019]]",Emerson.,Mr. Beebe,"['Miss Bartlett', 'Lucy']",Implicit,,[['Emerson']],"[[[10011, 10018]]]",[[['Mr. Emerson']]]
Q42,['Is he a friend of yours?'],"[[10023, 10047]]",Is he a friend of yours?,Miss Bartlett,"['Lucy', 'Mr. Beebe']",Implicit,,[['he']],"[[[10026, 10028]]]",[[['Mr. Emerson']]]
Q43,['We are friendly--as one is in pensions.'],"[[10051, 10090]]",We are friendly--as one is in pensions.,Mr. Beebe,"['Miss Bartlett', 'Lucy']",Implicit,,[['We']],"[[[10051, 10053]]]","[[['Mr. Emerson', 'Mr. Beebe']]]"
Q44,['Then I will say no more.'],"[[10094, 10118]]",Then I will say no more.,Miss Bartlett,"['Lucy', 'Mr. Beebe']",Implicit,,[[]],[[]],[[]]
Q45,"['I am, as it were,', 'the chaperon of my young cousin,\nLucy, and it would be a serious thing if I put her under an obligation\nto people of whom we know nothing. His manner was somewhat unfortunate.\nI hope I acted for the best.']","[[10172, 10189], [10207, 10411]]","I am, as it were, the chaperon of my young cousin,
Lucy, and it would be a serious thing if I put her under an obligation
to people of whom we know nothing. His manner was somewhat unfortunate.
I hope I acted for the best.",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Anaphoric,she concluded,"[[], ['my young cousin', 'Lucy', 'her', 'we']]","[[], [[10223, 10238], [10240, 10244], [10287, 10290], [10329, 10331]]]","[[], [['Lucy'], ['Lucy'], ['Lucy'], ['Miss Bartlett', 'Lucy']]]"
Q46,"['You acted very naturally,']","[[10415, 10440]]","You acted very naturally,",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Anaphoric,said he,[['You']],"[[[10415, 10418]]]",[[['Miss Bartlett']]]
Q47,"[""All the same, I don't think much harm would have\ncome of accepting.""]","[[10505, 10572]]","All the same, I don't think much harm would have
come of accepting.",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Anaphoric,He seemed thoughtful and after a few moments added,[[]],[[]],[[]]
Q48,"['No harm, of course. But we could not be under an obligation.']","[[10576, 10636]]","No harm, of course. But we could not be under an obligation.",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Implicit,,[['we']],"[[[10600, 10602]]]","[[['Miss Bartlett', 'Lucy']]]"
Q49,"['He is rather a peculiar man.', 'I think he would not take advantage of your acceptance, nor expect you\nto show gratitude. He has the merit--if it is one--of saying exactly\nwhat he means. He has rooms he does not value, and he thinks you would\nvalue them. He no more thought of putting you under an obligation than\nhe thought of being polite. It is so difficult--at least, I find it\ndifficult--to understand people who speak the truth.']","[[10640, 10668], [10713, 11115]]","He is rather a peculiar man. I think he would not take advantage of your acceptance, nor expect you
to show gratitude. He has the merit--if it is one--of saying exactly
what he means. He has rooms he does not value, and he thinks you would
value them. He no more thought of putting you under an obligation than
he thought of being polite. It is so difficult--at least, I find it
difficult--to understand people who speak the truth.",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Anaphoric,he hesitated and then said,"[['He'], ['he', 'your', 'you', 'He', 'he', 'He', 'he', 'he', 'you', 'He', 'you']]","[[[10640, 10642]], [[10721, 10723], [10752, 10756], [10780, 10783], [10803, 10805], [10858, 10860], [10868, 10870], [10881, 10883], [10904, 10906], [10914, 10917], [10936, 10938], [10966, 10969]]]","[[['Mr. Emerson']], [['Mr. Emerson'], ['Miss Bartlett', 'Lucy'], ['Miss Bartlett', 'Lucy'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Miss Bartlett', 'Lucy'], ['Mr. Emerson'], ['Miss Bartlett', 'Lucy']]]"
Q50,['I was hoping that he was nice; I do so\nalways hope that people will be nice.'],"[[11147, 11223]]","I was hoping that he was nice; I do so
always hope that people will be nice.",Lucy,"['Miss Bartlett', 'Mr. Beebe']",Explicit,Lucy was pleased and said,[['he']],"[[[11165, 11167]]]",[[['Mr. Emerson']]]
Q51,"[""I think he is; nice and tiresome. I differ from him on almost every\npoint of any importance, and so, I expect--I may say I hope--you will\ndiffer. But his is a type one disagrees with rather than deplores. When\nhe first came here he not unnaturally put people's backs up. He has no\ntact and no manners--I don't mean by that that he has bad manners--and\nhe will not keep his opinions to himself. We nearly complained about\nhim to our depressing Signora, but I am glad to say we thought better of\nit.""]","[[11227, 11724]]","I think he is; nice and tiresome. I differ from him on almost every
point of any importance, and so, I expect--I may say I hope--you will
differ. But his is a type one disagrees with rather than deplores. When
he first came here he not unnaturally put people's backs up. He has no
tact and no manners--I don't mean by that that he has bad manners--and
he will not keep his opinions to himself. We nearly complained about
him to our depressing Signora, but I am glad to say we thought better of
it.",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Implicit,,"[['he', 'him', 'you', 'his', 'he', 'he', 'He', 'he', 'he', 'his', 'himself', 'We', 'him', 'our depressing Signora', 'we']]","[[[11235, 11237], [11275, 11278], [11356, 11359], [11377, 11380], [11437, 11439], [11456, 11458], [11498, 11500], [11555, 11557], [11579, 11581], [11596, 11599], [11612, 11619], [11621, 11623], [11648, 11651], [11655, 11677], [11700, 11702]]]","[[['Mr. Emerson'], ['Mr. Emerson'], ['Miss Bartlett', 'Lucy'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Beebe', 'Miss Catherine Alan', 'Rev. Cuthbert Eager'], ['Mr. Emerson'], ['Signora Bertolini'], ['Mr. Beebe', 'Miss Catherine Alan', 'Rev. Cuthbert Eager']]]"
Q52,"['Am I to conclude,', 'that he is a Socialist?']","[[11728, 11745], [11768, 11791]]","Am I to conclude, that he is a Socialist?",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Explicit,said Miss Bartlett,"[[], ['he']]","[[], [[11773, 11775]]]","[[], [['Mr. Emerson']]]"
Q53,"['And presumably he has brought up his son to be a Socialist, too?']","[[11880, 11944]]","And presumably he has brought up his son to be a Socialist, too?",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Implicit,,"[['he', 'his son']]","[[[11895, 11897], [11913, 11920]]]","[[['Mr. Emerson'], ['George Emerson']]]"
Q54,"[""I hardly know George, for he hasn't learnt to talk yet. He seems a nice\ncreature, and I think he has brains. Of course, he has all his father's\nmannerisms, and it is quite possible that he, too, may be a Socialist.""]","[[11948, 12162]]","I hardly know George, for he hasn't learnt to talk yet. He seems a nice
creature, and I think he has brains. Of course, he has all his father's
mannerisms, and it is quite possible that he, too, may be a Socialist.",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Implicit,,"[['George', 'he', 'He', 'he', 'he', 'he']]","[[[11962, 11968], [11974, 11976], [12004, 12006], [12042, 12044], [12068, 12070], [12134, 12136]]]","[[['George Emerson'], ['George Emerson'], ['George Emerson'], ['George Emerson'], ['George Emerson'], ['George Emerson']]]"
Q55,"['Oh, you relieve me,', 'So you think I ought to\nhave accepted their offer? You feel I have been narrow-minded and\nsuspicious?']","[[12166, 12185], [12208, 12309]]","Oh, you relieve me, So you think I ought to
have accepted their offer? You feel I have been narrow-minded and
suspicious?",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Explicit,said Miss Bartlett,"[['you'], ['you', 'their', 'You']]","[[[12170, 12173]], [[12211, 12214], [12246, 12251], [12259, 12262]]]","[[['Mr. Beebe']], [['Mr. Beebe'], ['Mr. Emerson', 'George Emerson'], ['Mr. Beebe']]]"
Q56,"['Not at all,', 'I never suggested that.']","[[12313, 12324], [12340, 12363]]","Not at all, I never suggested that.",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Anaphoric,he answered,"[[], []]","[[], []]","[[], []]"
Q57,"['But ought I not to apologize, at all events, for my apparent rudeness?']","[[12367, 12437]]","But ought I not to apologize, at all events, for my apparent rudeness?",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Implicit,,[[]],[[]],[[]]
Q58,"['Was I a bore?', ""Why\ndidn't you talk, Lucy? He prefers young people, I'm sure. I do hope I\nhaven't monopolized him. I hoped you would have him all the evening, as\nwell as all dinner-time.""]","[[12564, 12577], [12631, 12801]]","Was I a bore? Why
didn't you talk, Lucy? He prefers young people, I'm sure. I do hope I
haven't monopolized him. I hoped you would have him all the evening, as
well as all dinner-time.",Miss Bartlett,['Lucy'],Explicit,said Miss Bartlett,"[[], ['you', 'Lucy', 'He', 'him', 'you', 'him']]","[[], [[12642, 12645], [12652, 12656], [12658, 12660], [12725, 12728], [12738, 12741], [12753, 12756]]]","[[], [['Lucy'], ['Lucy'], ['Mr. Beebe'], ['Mr. Beebe'], ['Lucy'], ['Mr. Beebe']]]"
Q59,"['He is nice,', 'Just what I remember. He seems to see\ngood in everyone. No one would take him for a clergyman.']","[[12805, 12816], [12835, 12929]]","He is nice, Just what I remember. He seems to see
good in everyone. No one would take him for a clergyman.",Lucy,['Miss Bartlett'],Explicit,exclaimed Lucy,"[['He'], ['He', 'him']]","[[[12805, 12807]], [[12857, 12859], [12909, 12912]]]","[[['Mr. Beebe']], [['Mr. Beebe'], ['Mr. Beebe']]]"
Q60,['My dear Lucia--'],"[[12933, 12948]]",My dear Lucia--,Miss Bartlett,['Lucy'],Implicit,,[['Lucia']],"[[[12941, 12946]]]",[[['Lucy']]]
Q61,"['Well, you know what I mean. And you know how clergymen generally laugh;\nMr. Beebe laughs just like an ordinary man.']","[[12952, 13067]]","Well, you know what I mean. And you know how clergymen generally laugh;
Mr. Beebe laughs just like an ordinary man.",Lucy,['Miss Bartlett'],Implicit,,[['Mr. Beebe']],"[[[13024, 13033]]]",[[['Mr. Beebe']]]
Q62,['Funny girl! How you do remind me of your mother. I wonder if she will\napprove of Mr. Beebe.'],"[[13071, 13162]]","Funny girl! How you do remind me of your mother. I wonder if she will
approve of Mr. Beebe.",Miss Bartlett,['Lucy'],Implicit,,"[['Funny girl', 'you', 'Mr. Beebe']]","[[[13071, 13081], [13087, 13090], [13152, 13161]]]","[[['Lucy'], ['Lucy'], ['Mr. Beebe']]]"
Q63,"[""I'm sure she will; and so will Freddy.""]","[[13166, 13204]]",I'm sure she will; and so will Freddy.,Lucy,['Miss Bartlett'],Implicit,,[['Freddy']],"[[[13197, 13203]]]",[[['Freddy']]]
Q64,"['I think everyone at Windy Corner will approve; it is the fashionable\nworld. I am used to Tunbridge Wells, where we are all hopelessly behind\nthe times.']","[[13208, 13359]]","I think everyone at Windy Corner will approve; it is the fashionable
world. I am used to Tunbridge Wells, where we are all hopelessly behind
the times.",Miss Bartlett,['Lucy'],Implicit,,[['we']],"[[[13320, 13322]]]","[[['Lucy', 'Miss Bartlett']]]"
Q65,"['Yes,']","[[13363, 13367]]","Yes,",Lucy,['Miss Bartlett'],Explicit,said Lucy,[[]],[[]],[[]]
Q66,['I am\nafraid you are finding me a very depressing companion.'],"[[13732, 13791]]","I am
afraid you are finding me a very depressing companion.",Miss Bartlett,['Lucy'],Explicit,Miss Bartlett sedulously denied disapproving of any one and added,[['you']],"[[[13744, 13747]]]",[[['Lucy']]]
Q67,"['I must have been selfish or unkind; I must\nbe more careful. It is so dreadful for Charlotte, being poor.']","[[13823, 13927]]","I must have been selfish or unkind; I must
be more careful. It is so dreadful for Charlotte, being poor.",Lucy,['Lucy'],Anaphoric,the girl again thought,[['Charlotte']],"[[[13905, 13914]]]",[[['Miss Bartlett']]]
Q68,['But here you are as safe as in England. Signora Bertolini is so\nEnglish.'],"[[14794, 14866]]","But here you are as safe as in England. Signora Bertolini is so
English.",The Little Old Lady,"['Miss Bartlett', 'Lucy']",Implicit,,"[['you', 'Signora Bertolini']]","[[[14803, 14806], [14834, 14851]]]","[[['Miss Bartlett', 'Lucy'], ['Signora Bertolini']]]"
