qId,qTextArr,qSpan,qText,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts
Q10,"[""I'm not sore. Senlis is a good place and we can stay at the Grand Cerf\nand take a hike in the woods and come home.""]","[[7469, 7583]]","I'm not sore. Senlis is a good place and we can stay at the Grand Cerf
and take a hike in the woods and come home.",Jake Barnes,['Robert Cohn'],Implicit,,[['we']],"[[[7510, 7512]]]","[[['Jake Barnes', 'Robert Cohn']]]"
Q11,"['Good, that will be fine.']","[[7587, 7611]]","Good, that will be fine.",Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q12,"[""Well, I'll see you to-morrow at the courts,""]","[[7615, 7658]]","Well, I'll see you to-morrow at the courts,",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[['you']],"[[[7630, 7633]]]",[[['Robert Cohn']]]
Q13,"['Good-night, Jake,']","[[7670, 7687]]","Good-night, Jake,",Robert Cohn,['Jake Barnes'],Anaphoric,he said,[['Jake']],"[[[7682, 7686]]]",[[['Jake Barnes']]]
Q14,"['You forgot to get your paper,']","[[7730, 7759]]","You forgot to get your paper,",Jake Barnes,['Robert Cohn'],Anaphoric,I said,"[['You', 'your']]","[[[7730, 7733], [7748, 7752]]]","[[['Robert Cohn'], ['Robert Cohn']]]"
Q15,"[""That's so.""]","[[7771, 7781]]",That's so.,Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q16,"['You are\nnot sore, are you, Jake?']","[[7835, 7867]]","You are
not sore, are you, Jake?",Robert Cohn,['Jake Barnes'],Implicit,,"[['You', 'you', 'Jake']]","[[[7835, 7838], [7857, 7860], [7862, 7866]]]","[[['Jake Barnes'], ['Jake Barnes'], ['Jake Barnes']]]"
Q17,"['No, why should I be?']","[[7909, 7929]]","No, why should I be?",Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q18,"['See you at tennis,']","[[7933, 7951]]","See you at tennis,",Robert Cohn,['Jake Barnes'],Anaphoric,he said,[['you']],"[[[7937, 7940]]]",[[['Jake Barnes']]]
Q19,"['Hello, Robert,', 'Did you come in to cheer me up?']","[[10627, 10641], [10652, 10683]]","Hello, Robert, Did you come in to cheer me up?",Jake Barnes,['Robert Cohn'],Anaphoric,I said,"[['Robert'], ['you']]","[[[10634, 10640]], [[10656, 10659]]]","[[['Robert Cohn']], [['Robert Cohn']]]"
Q20,"['Would you like to go to South America, Jake?']","[[10687, 10731]]","Would you like to go to South America, Jake?",Robert Cohn,['Jake Barnes'],Anaphoric,he asked,"[['you', 'Jake']]","[[[10693, 10696], [10726, 10730]]]","[[['Jake Barnes'], ['Jake Barnes']]]"
Q21,['No.'],"[[10745, 10748]]",No.,Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q22,['Why not?'],"[[10752, 10760]]",Why not?,Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q23,"[""I don't know. I never wanted to go. Too expensive. You can see all the\nSouth Americans you want in Paris anyway.""]","[[10764, 10876]]","I don't know. I never wanted to go. Too expensive. You can see all the
South Americans you want in Paris anyway.",Jake Barnes,['Robert Cohn'],Implicit,,"[['You', 'you']]","[[[10815, 10818], [10851, 10854]]]","[[['Robert Cohn'], ['Robert Cohn']]]"
Q24,"[""They're not the real South Americans.""]","[[10880, 10917]]",They're not the real South Americans.,Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q25,['They look awfully real to me.'],"[[10921, 10950]]",They look awfully real to me.,Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q26,['Do you know any dirt?'],"[[11042, 11063]]",Do you know any dirt?,Jake Barnes,['Robert Cohn'],Anaphoric,I asked,[['you']],"[[[11045, 11048]]]",[[['Robert Cohn']]]
Q27,['No.'],"[[11076, 11079]]",No.,Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q28,['None of your exalted connections getting divorces?'],"[[11083, 11133]]",None of your exalted connections getting divorces?,Jake Barnes,['Robert Cohn'],Implicit,,[['your']],"[[[11091, 11095]]]",[[['Robert Cohn']]]
Q29,"['No; listen, Jake. If I handled both our expenses, would you go to South\nAmerica with me?']","[[11137, 11225]]","No; listen, Jake. If I handled both our expenses, would you go to South
America with me?",Robert Cohn,['Jake Barnes'],Implicit,,"[['Jake', 'you']]","[[[11149, 11153], [11193, 11196]]]","[[['Jake Barnes'], ['Jake Barnes']]]"
Q30,['Why me?'],"[[11229, 11236]]",Why me?,Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q31,['You can talk Spanish. And it would be more fun with two of us.'],"[[11240, 11302]]",You can talk Spanish. And it would be more fun with two of us.,Robert Cohn,['Jake Barnes'],Implicit,,"[['You', 'us']]","[[[11240, 11243], [11299, 11301]]]","[[['Jake Barnes'], ['Jake Barnes', 'Robert Cohn']]]"
Q32,"['No,', 'I like this town and I go to Spain in the summer-time.']","[[11306, 11309], [11320, 11374]]","No, I like this town and I go to Spain in the summer-time.",Jake Barnes,['Robert Cohn'],Anaphoric,I said,"[[], []]","[[], []]","[[], []]"
Q33,"[""All my life I've wanted to go on a trip like that,"", ""I'll be too old before I can ever do it.""]","[[11378, 11428], [11455, 11495]]","All my life I've wanted to go on a trip like that, I'll be too old before I can ever do it.",Robert Cohn,['Jake Barnes'],Explicit,Cohn said,"[[], []]","[[], []]","[[], []]"
Q34,"[""Don't be a fool,"", ""You can go anywhere you want. You've got\nplenty of money.""]","[[11499, 11515], [11526, 11583]]","Don't be a fool, You can go anywhere you want. You've got
plenty of money.",Jake Barnes,['Robert Cohn'],Anaphoric,I said,"[[], ['You', 'you', 'You']]","[[], [[11526, 11529], [11546, 11549], [11556, 11559]]]","[[], [['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn']]]"
Q35,"[""I know. But I can't get started.""]","[[11587, 11619]]",I know. But I can't get started.,Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q36,"['Cheer up,', 'All countries look just like the moving pictures.']","[[11623, 11632], [11643, 11692]]","Cheer up, All countries look just like the moving pictures.",Jake Barnes,['Robert Cohn'],Anaphoric,I said,"[[], []]","[[], []]","[[], []]"
Q37,"[""I can't stand it to think my life is going so fast and I'm not really\nliving it.""]","[[11740, 11820]]","I can't stand it to think my life is going so fast and I'm not really
living it.",Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q38,['Nobody ever lives their life all the way up except bull-fighters.'],"[[11824, 11889]]",Nobody ever lives their life all the way up except bull-fighters.,Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q39,"[""I'm not interested in bull-fighters. That's an abnormal life. I want to\ngo back in the country in South America. We could have a great trip.""]","[[11893, 12033]]","I'm not interested in bull-fighters. That's an abnormal life. I want to
go back in the country in South America. We could have a great trip.",Robert Cohn,['Jake Barnes'],Implicit,,[['We']],"[[[12006, 12008]]]","[[['Jake Barnes', 'Robert Cohn']]]"
Q40,['Did you ever think about going to British East Africa to shoot?'],"[[12037, 12100]]",Did you ever think about going to British East Africa to shoot?,Jake Barnes,['Robert Cohn'],Implicit,,[['you']],"[[[12041, 12044]]]",[[['Robert Cohn']]]
Q41,"[""No, I wouldn't like that.""]","[[12104, 12129]]","No, I wouldn't like that.",Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q42,"[""I'd go there with you.""]","[[12133, 12155]]",I'd go there with you.,Jake Barnes,['Robert Cohn'],Implicit,,[['you']],"[[[12151, 12154]]]",[[['Robert Cohn']]]
Q43,"[""No; that doesn't interest me.""]","[[12159, 12188]]",No; that doesn't interest me.,Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q44,"[""That's because you never read a book about it. Go on and read a book\nall full of love affairs with the beautiful shiny black princesses.""]","[[12192, 12328]]","That's because you never read a book about it. Go on and read a book
all full of love affairs with the beautiful shiny black princesses.",Jake Barnes,['Robert Cohn'],Implicit,,[['you']],"[[[12207, 12210]]]",[[['Robert Cohn']]]
Q45,['I want to go to South America.'],"[[12332, 12362]]",I want to go to South America.,Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q46,['Come on down-stairs and have a drink.'],"[[12407, 12444]]",Come on down-stairs and have a drink.,Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q47,"[""Aren't you working?""]","[[12448, 12467]]",Aren't you working?,Robert Cohn,['Jake Barnes'],Implicit,,[['you']],"[[[12455, 12458]]]",[[['Jake Barnes']]]
Q48,"['No,']","[[12471, 12474]]","No,",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[[]],[[]],[[]]
Q49,"['This is a good place,']","[[13015, 13036]]","This is a good place,",Robert Cohn,['Jake Barnes'],Anaphoric,he said,[[]],[[]],[[]]
Q50,"[""There's a lot of liquor,""]","[[13049, 13073]]","There's a lot of liquor,",Jake Barnes,['Robert Cohn'],Anaphoric,I agreed,[[]],[[]],[[]]
Q51,"['Listen, Jake,', ""Don't you ever get the\nfeeling that all your life is going by and you're not taking advantage\nof it? Do you realize you've lived nearly half the time you have to live\nalready?""]","[[13087, 13100], [13133, 13308]]","Listen, Jake, Don't you ever get the
feeling that all your life is going by and you're not taking advantage
of it? Do you realize you've lived nearly half the time you have to live
already?",Robert Cohn,['Jake Barnes'],Anaphoric,he leaned,"[['Jake'], ['you', 'your', 'you', 'you', 'you', 'you']]","[[[13095, 13099]], [[13139, 13142], [13173, 13177], [13199, 13202], [13237, 13240], [13249, 13252], [13283, 13286]]]","[[['Jake Barnes']], [['Jake Barnes'], ['Jake Barnes'], ['Jake Barnes'], ['Jake Barnes'], ['Jake Barnes'], ['Jake Barnes']]]"
Q52,"['Yes, every once in a while.']","[[13312, 13339]]","Yes, every once in a while.",Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q53,"[""Do you know that in about thirty-five years more we'll be dead?""]","[[13343, 13406]]",Do you know that in about thirty-five years more we'll be dead?,Robert Cohn,['Jake Barnes'],Implicit,,"[['you', 'we']]","[[[13346, 13349], [13392, 13394]]]","[[['Jake Barnes'], ['Jake Barnes', 'Robert Cohn']]]"
Q54,"['What the hell, Robert,', 'What the hell.']","[[13410, 13432], [13443, 13457]]","What the hell, Robert, What the hell.",Jake Barnes,['Robert Cohn'],Anaphoric,I said,"[['Robert'], []]","[[[13425, 13431]], []]","[[['Robert Cohn']], []]"
Q55,"[""I'm serious.""]","[[13461, 13473]]",I'm serious.,Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q56,"[""It's one thing I don't worry about,""]","[[13477, 13512]]","It's one thing I don't worry about,",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[[]],[[]],[[]]
Q57,['You ought to.'],"[[13524, 13537]]",You ought to.,Robert Cohn,['Jake Barnes'],Implicit,,[['You']],"[[[13524, 13527]]]",[[['Jake Barnes']]]
Q58,"[""I've had plenty to worry about one time or other. I'm through\nworrying.""]","[[13541, 13612]]","I've had plenty to worry about one time or other. I'm through
worrying.",Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q59,"['Well, I want to go to South America.']","[[13616, 13652]]","Well, I want to go to South America.",Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q60,"[""Listen, Robert, going to another country doesn't make any difference.\nI've tried all that. You can't get away from yourself by moving from one\nplace to another. There's nothing to that.""]","[[13656, 13841]]","Listen, Robert, going to another country doesn't make any difference.
I've tried all that. You can't get away from yourself by moving from one
place to another. There's nothing to that.",Jake Barnes,['Robert Cohn'],Implicit,,"[['Robert', 'You']]","[[[13664, 13670], [13747, 13750]]]","[[['Robert Cohn'], ['Robert Cohn']]]"
Q61,"[""But you've never been to South America.""]","[[13845, 13884]]",But you've never been to South America.,Robert Cohn,['Jake Barnes'],Implicit,,[['you']],"[[[13849, 13852]]]",[[['Jake Barnes']]]
Q62,"[""South America hell! If you went there the way you feel now it would be\nexactly the same. This is a good town. Why don't you start living your\nlife in Paris?""]","[[13888, 14044]]","South America hell! If you went there the way you feel now it would be
exactly the same. This is a good town. Why don't you start living your
life in Paris?",Jake Barnes,['Robert Cohn'],Implicit,,"[['you', 'you', 'you', 'your']]","[[[13911, 13914], [13934, 13937], [14008, 14011], [14025, 14029]]]","[[['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn']]]"
Q63,"[""I'm sick of Paris, and I'm sick of the Quarter.""]","[[14048, 14095]]","I'm sick of Paris, and I'm sick of the Quarter.",Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q64,['Stay away from the Quarter. Cruise around by yourself and see what\nhappens to you.'],"[[14099, 14181]]","Stay away from the Quarter. Cruise around by yourself and see what
happens to you.",Jake Barnes,['Robert Cohn'],Implicit,,[['you']],"[[[14177, 14180]]]",[[['Robert Cohn']]]
Q65,['Nothing happens to me. I walked alone all one night and nothing\nhappened except a bicycle cop stopped me and asked to see my papers.'],"[[14185, 14317]]","Nothing happens to me. I walked alone all one night and nothing
happened except a bicycle cop stopped me and asked to see my papers.",Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q66,"[""Wasn't the town nice at night?""]","[[14321, 14351]]",Wasn't the town nice at night?,Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q67,"[""I don't care for Paris.""]","[[14355, 14378]]",I don't care for Paris.,Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q68,"['Well,', ""I've got to go up-stairs and get off some cables.""]","[[14677, 14682], [14693, 14742]]","Well, I've got to go up-stairs and get off some cables.",Jake Barnes,['Robert Cohn'],Anaphoric,I said,"[[], []]","[[], []]","[[], []]"
Q69,['Do you really have to go?'],"[[14746, 14771]]",Do you really have to go?,Robert Cohn,['Jake Barnes'],Implicit,,[['you']],"[[[14749, 14752]]]",[[['Jake Barnes']]]
Q70,"[""Yes, I've got to get these cables off.""]","[[14775, 14813]]","Yes, I've got to get these cables off.",Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q71,['Do you mind if I come up and sit around the office?'],"[[14817, 14868]]",Do you mind if I come up and sit around the office?,Robert Cohn,['Jake Barnes'],Implicit,,[['you']],"[[[14820, 14823]]]",[[['Jake Barnes']]]
Q72,"['No, come on up.']","[[14872, 14887]]","No, come on up.",Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q73,"[""I can't do it,"", ""I can't do it. Nothing will make me do it.""]","[[15409, 15423], [15474, 15516]]","I can't do it, I can't do it. Nothing will make me do it.",Robert Cohn,[],Anaphoric,he said,"[[], []]","[[], []]","[[], []]"
Q74,"['Robert,']","[[15520, 15527]]","Robert,",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[[]],[[]],[[]]
Q75,['Did I talk out loud just then?'],"[[15607, 15637]]",Did I talk out loud just then?,Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q76,"[""Something. But it wasn't clear.""]","[[15641, 15672]]",Something. But it wasn't clear.,Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q77,"['God, what a rotten dream!']","[[15676, 15701]]","God, what a rotten dream!",Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q78,['Did the typewriter put you to sleep?'],"[[15705, 15741]]",Did the typewriter put you to sleep?,Jake Barnes,['Robert Cohn'],Implicit,,[['you']],"[[[15728, 15731]]]",[[['Robert Cohn']]]
Q79,"[""Guess so. I didn't sleep all last night.""]","[[15745, 15785]]",Guess so. I didn't sleep all last night.,Robert Cohn,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q80,['What was the matter?'],"[[15789, 15809]]",What was the matter?,Jake Barnes,['Robert Cohn'],Implicit,,[[]],[[]],[[]]
Q81,"['Talking,']","[[15813, 15821]]","Talking,",Robert Cohn,['Jake Barnes'],Anaphoric,he said,[[]],[[]],[[]]
Q82,"['Well, what will you drink?']","[[16783, 16809]]","Well, what will you drink?",Jake Barnes,['Georgette'],Anaphoric,I asked,[['you']],"[[[16799, 16802]]]",[[['Georgette']]]
Q83,['Pernod.'],"[[16822, 16829]]",Pernod.,Georgette,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q84,"[""That's not good for little girls.""]","[[16833, 16866]]",That's not good for little girls.,Jake Barnes,['Georgette'],Implicit,,[[]],[[]],[[]]
Q85,"['Little girl yourself. Dites gar on, un pernod.']","[[16870, 16916]]","Little girl yourself. Dites gar on, un pernod.",Georgette,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q86,"['A pernod for me, too.']","[[16920, 16941]]","A pernod for me, too.",Jake Barnes,['Georgette'],Implicit,,[[]],[[]],[[]]
Q87,"[""What's the matter?"", 'Going on a party?']","[[16945, 16963], [16977, 16994]]",What's the matter? Going on a party?,Georgette,['Jake Barnes'],Anaphoric,she asked,"[[], []]","[[], []]","[[], []]"
Q88,"[""Sure. Aren't you?""]","[[16998, 17015]]",Sure. Aren't you?,Jake Barnes,['Georgette'],Implicit,,[['you']],"[[[17011, 17014]]]",[[['Georgette']]]
Q89,"[""I don't know. You never know in this town.""]","[[17019, 17061]]",I don't know. You never know in this town.,Georgette,['Jake Barnes'],Implicit,,[['You']],"[[[17033, 17036]]]",[[['Jake Barnes']]]
Q90,"[""Don't you like Paris?""]","[[17065, 17086]]",Don't you like Paris?,Jake Barnes,['Georgette'],Implicit,,[['you']],"[[[17071, 17074]]]",[[['Georgette']]]
Q91,['No.'],"[[17090, 17093]]",No.,Georgette,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q92,"[""Why don't you go somewhere else?""]","[[17097, 17129]]",Why don't you go somewhere else?,Jake Barnes,['Georgette'],Implicit,,[['you']],"[[[17107, 17110]]]",[[['Georgette']]]
Q93,"[""Isn't anywhere else.""]","[[17133, 17153]]",Isn't anywhere else.,Georgette,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q94,"[""You're happy, all right.""]","[[17157, 17181]]","You're happy, all right.",Jake Barnes,['Georgette'],Implicit,,[['You']],"[[[17157, 17160]]]",[[['Georgette']]]
Q95,"['Happy, hell!']","[[17185, 17197]]","Happy, hell!",Georgette,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q96,"['Well,', 'are you going to buy me a dinner?']","[[17405, 17410], [17421, 17454]]","Well, are you going to buy me a dinner?",Jake Barnes,['Georgette'],Anaphoric,I said,"[[], ['you']]","[[], [[17425, 17428]]]","[[], [['Georgette']]]"
Q97,['What are all the clocks for?'],"[[17958, 17986]]",What are all the clocks for?,Georgette,['Jake Barnes'],Anaphoric,she asked,[[]],[[]],[[]]
Q98,['They show the hour all over America.'],"[[18001, 18037]]",They show the hour all over America.,Jake Barnes,['Georgette'],Implicit,,[[]],[[]],[[]]
Q99,"[""Don't kid me.""]","[[18041, 18054]]",Don't kid me.,Georgette,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q100,['Never mind.'],"[[18330, 18341]]",Never mind.,Jake Barnes,['Georgette'],Implicit,,[[]],[[]],[[]]
Q101,"[""What's the matter? You sick?""]","[[18345, 18373]]",What's the matter? You sick?,Georgette,['Jake Barnes'],Implicit,,[['You']],"[[[18364, 18367]]]",[[['Jake Barnes']]]
Q102,['Yes.'],"[[18377, 18381]]",Yes.,Jake Barnes,['Georgette'],Implicit,,[[]],[[]],[[]]
Q103,"[""Everybody's sick. I'm sick, too.""]","[[18385, 18417]]","Everybody's sick. I'm sick, too.",Georgette,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q104,"[""You oughtn't to drink pernod if you're sick.""]","[[18533, 18577]]",You oughtn't to drink pernod if you're sick.,Georgette,['Jake Barnes'],Implicit,,"[['You', 'you']]","[[[18533, 18536], [18565, 18568]]]","[[['Jake Barnes'], ['Jake Barnes']]]"
Q105,['You neither.'],"[[18581, 18593]]",You neither.,Jake Barnes,['Georgette'],Implicit,,[['You']],"[[[18581, 18584]]]",[[['Georgette']]]
Q106,"[""It doesn't make any difference with me. It doesn't make any difference\nwith a woman.""]","[[18597, 18681]]","It doesn't make any difference with me. It doesn't make any difference
with a woman.",Georgette,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q107,['What are you called?'],"[[18685, 18705]]",What are you called?,Jake Barnes,['Georgette'],Implicit,,[['you']],"[[[18694, 18697]]]",[[['Georgette']]]
Q108,['Georgette. How are you called?'],"[[18709, 18739]]",Georgette. How are you called?,Georgette,['Jake Barnes'],Implicit,,[['you']],"[[[18728, 18731]]]",[[['Jake Barnes']]]
Q109,['Jacob.'],"[[18743, 18749]]",Jacob.,Jake Barnes,['Georgette'],Implicit,,[[]],[[]],[[]]
Q110,"[""That's a Flemish name.""]","[[18753, 18775]]",That's a Flemish name.,Georgette,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q111,['American too.'],"[[18779, 18792]]",American too.,Jake Barnes,['Georgette'],Implicit,,[[]],[[]],[[]]
Q112,"[""You're not Flamand?""]","[[18796, 18815]]",You're not Flamand?,Georgette,['Jake Barnes'],Implicit,,[['You']],"[[[18796, 18799]]]",[[['Jake Barnes']]]
Q113,"['No, American.']","[[18819, 18832]]","No, American.",Jake Barnes,['Georgette'],Implicit,,[[]],[[]],[[]]
Q114,"['Good, I detest Flamands.']","[[18836, 18860]]","Good, I detest Flamands.",Georgette,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q115,['This is no great thing of a restaurant.'],"[[19000, 19039]]",This is no great thing of a restaurant.,Georgette,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q116,"['No,', ""Maybe you would rather go to Foyot's. Why don't you keep\nthe cab and go on?""]","[[19043, 19046], [19057, 19132]]","No, Maybe you would rather go to Foyot's. Why don't you keep
the cab and go on?",Jake Barnes,['Georgette'],Anaphoric,I said,"[[], ['you', 'you']]","[[], [[19063, 19066], [19105, 19108]]]","[[], [['Georgette'], ['Georgette']]]"
Q117,"[""It isn't bad here,"", ""It isn't chic, but the food is all\nright.""]","[[19465, 19483], [19496, 19537]]","It isn't bad here, It isn't chic, but the food is all
right.",Georgette,['Jake Barnes'],Anaphoric,she said,"[[], []]","[[], []]","[[], []]"
Q118,['Better than you eat in Li ge.'],"[[19541, 19570]]",Better than you eat in Li ge.,Jake Barnes,['Georgette'],Implicit,,[['you']],"[[[19553, 19556]]]",[[['Georgette']]]
Q119,"['Brussels, you mean.']","[[19574, 19593]]","Brussels, you mean.",Georgette,['Jake Barnes'],Implicit,,[['you']],"[[[19584, 19587]]]",[[['Jake Barnes']]]
Q120,"[""You're not a bad\ntype,"", ""It's a shame you're sick. We get on well. What's the\nmatter with you, anyway?""]","[[19719, 19741], [19754, 19831]]","You're not a bad
type, It's a shame you're sick. We get on well. What's the
matter with you, anyway?",Georgette,['Jake Barnes'],Anaphoric,she said,"[['You'], ['you', 'We', 'you']]","[[[19719, 19722]], [[19767, 19770], [19780, 19782], [19819, 19822]]]","[[['Jake Barnes']], [['Jake Barnes'], ['Jake Barnes', 'Georgette'], ['Jake Barnes']]]"
Q121,"['I got hurt in the war,']","[[19835, 19857]]","I got hurt in the war,",Jake Barnes,['Georgette'],Anaphoric,I said,[[]],[[]],[[]]
Q122,"['Oh, that dirty war.']","[[19869, 19888]]","Oh, that dirty war.",Georgette,['Jake Barnes'],Implicit,,[[]],[[]],[[]]
Q123,"['Barnes! I say, Barnes! Jacob Barnes!']","[[20119, 20155]]","Barnes! I say, Barnes! Jacob Barnes!",Henry Braddocks,['Jake Barnes'],Anaphoric,some one called,"[['Barnes', 'Barnes', 'Jacob Barnes']]","[[[20119, 20125], [20134, 20140], [20142, 20154]]]","[[['Jake Barnes'], ['Jake Barnes'], ['Jake Barnes']]]"
Q124,"[""It's a friend calling me,""]","[[20159, 20184]]","It's a friend calling me,",Jake Barnes,['Georgette'],Anaphoric,I explained,[[]],[[]],[[]]
Q125,"[""You're coming to the dance, aren't you?""]","[[20333, 20372]]","You're coming to the dance, aren't you?",Henry Braddocks,"['Jake Barnes', 'Mrs. Braddocks', 'Frances Clyne', 'Robert Cohn']",Explicit,Braddocks asked,"[['You', 'you']]","[[[20333, 20336], [20368, 20371]]]","[[['Jake Barnes'], ['Jake Barnes']]]"
Q126,['What dance?'],"[[20393, 20404]]",What dance?,Jake Barnes,"['Henry Braddocks', 'Mrs. Braddocks', 'Frances Clyne', 'Robert Cohn']",Implicit,,[[]],[[]],[[]]
Q127,"[""Why, the dancings. Don't you know we've revived them?""]","[[20408, 20461]]","Why, the dancings. Don't you know we've revived them?",Mrs. Braddocks,"['Jake Barnes', 'Henry Braddocks', 'Frances Clyne', 'Robert Cohn']",Explicit,Mrs Braddocks put in,[['you']],"[[[20433, 20436]]]",[[['Jake Barnes']]]
